Date,8725.JP,^TPX,8766.JP,8766.JP,8750.JP,8795.JP
2008/04/09,4070,1262.9,4200,,,6000
2008/04/08,4140,1282.69,4300,,,6030
2008/04/07,3920,1305.63,4300,,,5860
2008/04/04,4260,1288.94,4270,,,5950
2008/04/03,3980,1299.64,4090,,,5580
2008/04/02,3720,1282.07,3830,,,5290
2008/04/01,,1230.49,3680,,,5220
2008/03/31,,1212.96,3670,,,5140
2008/03/28,,1243.81,3660,,,5200
2008/03/27,,1226.44,3730,,,5330
2008/03/26,,1237.55,3680,,,5300
2008/03/25,,1242.98,3710,,,5260
2008/03/24,,1224.15,3880,,,5400
2008/03/21,,1220.04,3720,,,5180
2008/03/19,,1196.3,3750,,,5340
2008/03/18,,1163.63,3590,,,5000
2008/03/17,,1149.65,3670,,,5120
2008/03/14,,1193.23,3700,,,5280
2008/03/13,,1215.87,3900,,,5740
2008/03/12,,1255.13,3890,,,5580
2008/03/11,,1235.15,3950,,,5560
2008/03/10,,1224.39,3910,,,5370
2008/03/07,,1247.77,4010,,,5510
2008/03/06,,1287.55,3810,,,5220
2008/03/05,,1263.91,3800,,,5260
2008/03/04,,1265.66,3810,,,5220
2008/03/03,,1271.15,3920,,,5420
2008/02/29,,1324.28,3990,,,5530
2008/02/28,,1353.1,4140,,,5610
2008/02/27,,1364.52,4080,,,5340
2008/02/26,,1347.47,4030,,,5360
2008/02/25,,1355.54,3700,,,5110
2008/02/22,,1321.37,3770,,,5140
2008/02/21,,1334.72,3650,,,5000
2008/02/20,,1302.72,3760,,,5110
2008/02/19,,1345.29,3790,,,5190
2008/02/18,,1332.99,4010,,,5520
2008/02/15,,1334.89,4050,,,5530
2008/02/14,,1332.44,3830,,,5370
2008/02/13,,1285.35,3810,,,5350
2008/02/12,,1286.1,4040,,,5670
2008/02/08,,1287.14,3980,,,5650
2008/02/07,,1305.08,4000,,,5640
2008/02/06,,1298.41,4310,,,5950
2008/02/05,,1355.48,4410,,,6090
2008/02/04,,1364.72,4130,,,5760
2008/02/01,,1336.86,4010,,,5720
2008/01/31,,1346.31,3930,,,5720
2008/01/30,,1320.11,4000,,,5540
2008/01/29,,1328.73,3800,,,5350
2008/01/28,,1293.03,3950,,,5480
2008/01/25,,1344.77,3690,,,5360
2008/01/24,,1284.45,3400,,,5170
2008/01/23,,1249.93,3330,,,5020
2008/01/22,,1219.95,3570,,,5240
2008/01/21,,1293.74,3750,,,5490
2008/01/18,,1341.5,3920,,,5690
2008/01/17,,1330.44,3710,,,5480
2008/01/16,,1302.37,3710,,,5540
2008/01/15,,1350.2,3810,,,5690
2008/01/11,,1377.58,3910,,,5810
2008/01/10,,1401.36,3930,,,5820
2008/01/09,,1424.29,3920,,,5550
2008/01/08,,1403.06,3940,,,5660
2008/01/07,,1392.71,3720,,,5470
2008/01/04,,1411.91,3770,,,5770
2007/12/28,,1475.68,3820,,,5900
2007/12/27,,1499.94,3770,,,5950
2007/12/26,,1508.47,3720,,,5820
2007/12/25,,1496.03,3670,,,5770
2007/12/21,,1469.2,3660,,,5810
2007/12/20,,1457.56,3540,,,5740
2007/12/19,,1456.79,3550,,,5570
2007/12/18,,1469.77,3630,,,5640
2007/12/17,,1472.7,3590,,,5820
2007/12/14,,1501.25,3760,,,6120
2007/12/13,,1516.1,3900,,,6450
2007/12/12,,1556.93,3980,,,6590
2007/12/11,,1567.02,4100,,,6620
2007/12/10,,1558.51,4090,,,6690
2007/12/07,,1561.76,4130,,,6540
2007/12/06,,1552.27,4010,,,6290
2007/12/05,,1526.63,3850,,,6270
2007/12/04,,1515.5,3890,,,6400
2007/12/03,,1532.16,3890,,,6410
2007/11/30,,1531.88,3890,,,6380
2007/11/29,,1514.47,3850,,,6260
2007/11/28,,1475.64,3790,,,6390
2007/11/27,,1478.78,3800,,,6280
2007/11/26,,1467.03,3840,,,6310
2007/11/22,,1437.38,4030,,,6500
2007/11/21,,1438.72,4170,,,6610
2007/11/20,,1469.27,4170,,,6630
2007/11/19,,1456.61,4140,,,6510
2007/11/16,,1471.67,4170,,,6580
2007/11/15,,1498.86,4140,,,6250
2007/11/14,,1497.71,4070,,,6150
2007/11/13,,1454.73,4060,,,6100
2007/11/12,,1456.4,4210,,,6320
2007/11/09,,1494.35,4290,,,6530
2007/11/08,,1516.94,4390,,,6780
2007/11/07,,1556.69,4380,,,6750
2007/11/06,,1574.59,4420,,,6840
2007/11/05,,1575.13,4400,,,7000
2007/11/02,,1600.17,4530,,,7160
2007/11/01,,1635.78,4520,,,6870
2007/10/31,,1620.07,4380,,,6820
2007/10/30,,1607.21,4350,,,6770
2007/10/29,,1606.49,4310,,,6660
2007/10/26,,1573.97,4230,,,6630
2007/10/25,,1548.07,4250,,,6660
2007/10/24,,1563.86,4310,,,6720
2007/10/23,,1570.55,4290,,,6620
2007/10/22,,1563.07,4360,,,6640
2007/10/19,,1591.28,4450,,,6790
2007/10/18,,1617.75,4560,,,6890
2007/10/17,,1600.29,4700,,,6960
2007/10/16,,1625.25,4800,,,7280
2007/10/15,,1657.44,4780,,,7190
2007/10/12,,1659.48,4780,,,7300
2007/10/11,,1677.52,4780,,,7500
2007/10/10,,1658.18,4870,,,7410
2007/10/09,,1660.06,4830,,,7390
2007/10/05,,1656.91,4790,,,7150
2007/10/04,,1655.6,4830,,,7000
2007/10/03,,1664.01,4680,,,6800
2007/10/02,,1639.79,4640,,,6910
2007/10/01,,1615.89,4620,,,7070
2007/09/28,,1616.62,4700,,,7240
2007/09/27,,1615.15,4500,,,7040
2007/09/26,,1576.02,4410,,,6730
2007/09/25,,1566.83,4370,,,6720
2007/09/21,,1552.07,4290,,,6880
2007/09/20,,1566.84,4230,,,6900
2007/09/19,,1567.58,4150,,,6580
2007/09/18,,1510.95,4320,,,6780
2007/09/14,,1544.71,4210,,,6450
2007/09/13,,1522.87,4210,,,6240
2007/09/12,,1528.27,4260,,,6300
2007/09/11,,1532.39,4220,,,6250
2007/09/10,,1525.22,4260,,,6460
2007/09/07,,1557.02,4240,,,6640
2007/09/06,,1568.52,4250,,,6620
2007/09/05,,1569.47,4360,,,6650
2007/09/04,,1596.74,4420,,,6620
2007/09/03,,1605.44,4480,,,6730
2007/08/31,,1608.25,4390,,,6580
2007/08/30,,1568.23,4390,,,6780
2007/08/29,,1557.55,4400,,,7030
2007/08/28,,1584.6,4320,,,6950
2007/08/27,,1587.76,4310,,,6980
2007/08/24,,1585.85,4290,,,7200
2007/08/23,,1591.81,4210,,,7160
2007/08/22,,1544.89,4310,,,7050
2007/08/21,,1549.88,4270,,,7080
2007/08/20,,1523.57,4170,,,6750
2007/08/17,,1480.39,4340,,,7210
2007/08/16,,1567.46,4370,,,7350
2007/08/15,,1594.15,4690,,,7540
2007/08/14,,1637.46,4790,,,7610
2007/08/13,,1632.64,4830,,,7780
2007/08/10,,1633.93,4880,,,8260
2007/08/09,,1683.81,4670,,,7840
2007/08/08,,1669.04,4560,,,7420
2007/08/07,,1660.16,4560,,,7500
2007/08/06,,1668.04,4520,,,7540
2007/08/03,,1672.54,4470,,,7310
2007/08/02,,1669.33,4550,,,7680
2007/08/01,,1668.85,4730,,,7820
2007/07/31,,1706.18,4670,,,7680
2007/07/30,,1705.71,4730,,,7730
2007/07/27,,1699.71,4870,,,7970
2007/07/26,,1737.18,4930,,,7910
2007/07/25,,1754.03,5060,,,8120
2007/07/24,,1765.99,5000,,,7910
2007/07/23,,1757.29,5130,,,8050
2007/07/20,,1776.17,5090,,,8080
2007/07/19,,1768,5060,,,8090
2007/07/18,,1758.65,5110,,,8190
2007/07/17,,1778.11,5200,,,8280
2007/07/13,,1783.2,5100,,,8150
2007/07/12,,1763.06,5150,,,8320
2007/07/11,,1767.72,5300,,,8470
2007/07/10,,1789.2,5120,,,8340
2007/07/09,,1792.23,5010,,,8190
2007/07/06,,1779.67,4970,,,8140
2007/07/05,,1788.16,5030,,,8070
2007/07/04,,1782.44,5050,,,8130
2007/07/03,,1781.86,5010,,,8150
2007/07/02,,1780.36,5060,,,8330
2007/06/29,,1774.88,5060,,,8400
2007/06/28,,1751.12,5010,,,8220
2007/06/27,,1741.08,5080,,,8120
2007/06/26,,1765.87,5020,,,7990
2007/06/25,,1764.87,5010,,,8200
2007/06/22,,1777.99,5200,,,8340
2007/06/21,,1789.38,5180,,,8360
2007/06/20,,1783.72,5280,,,8340
2007/06/19,,1780.49,5260,,,8680
2007/06/18,,1788.39,5220,,,8780
2007/06/15,,1772.94,5220,,,8830
2007/06/14,,1756.64,5260,,,8840
2007/06/13,,1745.92,5280,,,8840
2007/06/12,,1751.62,5450,,,9100
2007/06/11,,1761.15,5380,,,9130
2007/06/08,,1756.16,5160,,,8710
2007/06/07,,1779.72,5190,,,8560
2007/06/06,,1778.5,5110,,,8580
2007/06/05,,1776.56,4990,,,8510
2007/06/04,,1772.84,4920,,,8460
2007/06/01,,1767.88,4840,,,8230
2007/05/31,,1755.68,4760,,,8110
2007/05/30,,1733.75,4790,,,8090
2007/05/29,,1737.9,4750,,,7960
2007/05/28,,1724.38,4730,,,7920
2007/05/25,,1715.54,4750,,,8180
2007/05/24,,1738.11,4790,,,8270
2007/05/23,,1740.08,4700,,,8020
2007/05/22,,1731.54,4710,,,7980
2007/05/21,,1710.67,4720,,,7890
2007/05/18,,1695.69,4690,,,7710
2007/05/17,,1707.27,4670,,,7680
2007/05/16,,1711.89,4650,,,7690
2007/05/15,,1712.55,4680,,,7920
2007/05/14,,1730.99,4560,,,7830
2007/05/11,,1723.09,4560,,,7850
2007/05/10,,1736.99,4540,,,7850
2007/05/09,,1745.01,4510,,,7580
2007/05/08,,1732.63,4520,,,7650
2007/05/07,,1733.03,4460,,,7650
2007/05/02,,1704.22,4400,,,7570
2007/05/01,,1693.25,4450,,,7610
2007/04/27,,1701,4460,,,7820
2007/04/26,,1703.41,4530,,,7800
2007/04/25,,1687.34,4570,,,7840
2007/04/24,,1706.16,4570,,,7820
2007/04/23,,1705.63,4540,,,7850
2007/04/20,,1710.07,4500,,,7840
2007/04/19,,1706.93,4580,,,8040
2007/04/18,,1730.71,4520,,,8000
2007/04/17,,1716.11,4560,,,8060
2007/04/16,,1725.6,4530,,,7960
2007/04/13,,1705.5,4550,,,7990
2007/04/12,,1726.18,4520,,,7940
2007/04/11,,1739.01,4500,,,7900
2007/04/10,,1735.69,4500,,,7910
2007/04/09,,1738.1,4410,,,7880
2007/04/06,,1717.08,4430,,,8020
2007/04/05,,1720.72,4410,,,8010
2007/04/04,,1730.52,4400,,,7980
2007/04/03,,1704.32,4340,,,7860
2007/04/02,,1682.49,4360,,,8130
2007/03/30,,1713.61,4290,,,8010
2007/03/29,,1710.68,4250,,,7930
2007/03/28,,1711.06,4270,,,8040
2007/03/27,,1723.86,4280,,,8150
2007/03/26,,1741.37,4220,,,8130
2007/03/23,,1741.94,4180,,,8050
2007/03/22,,1731.8,4130,,,8050
2007/03/20,,1708.29,4110,,,8030
2007/03/19,,1694.08,4040,,,7790
2007/03/16,,1677.06,4070,,,8070
2007/03/15,,1694.18,3990,,,7660
2007/03/14,,1674.94,4150,,,8010
2007/03/13,,1725.43,4210,,,8150
2007/03/12,,1741.36,4210,,,8300
2007/03/09,,1730.31,4200,,,8290
2007/03/08,,1720.96,4190,,,8170
2007/03/07,,1689.6,4190,,,8160
2007/03/06,,1692.54,4180,,,8010
2007/03/05,,1662.71,4400,,,8320
2007/03/02,,1721.59,4410,,,8300
2007/03/01,,1740.11,4430,,,8570
2007/02/28,,1752.74,4580,,,8790
2007/02/27,,1811.33,4610,,,8840
2007/02/26,,1816.97,4610,,,9040
2007/02/23,,1814.96,4610,,,9190
2007/02/22,,1802.9,4540,,,8850
2007/02/21,,1787.23,4510,,,8660
2007/02/20,,1782.73,4510,,,8540
2007/02/19,,1779.96,4470,,,8700
2007/02/16,,1774.53,4400,,,8210
2007/02/15,,1776.71,4220,,,8050
2007/02/14,,1765.31,4260,,,8050
2007/02/13,,1755.9,4410,,,8100
2007/02/09,,1745.09,4340,,,7850
2007/02/08,,1720.18,4450,,,8040
2007/02/07,,1728.36,4420,,,8060
2007/02/06,,1732.42,4380,,,8080
2007/02/05,,1716.28,4480,,,8310
2007/02/02,,1742.4,4420,,,8280
2007/02/01,,1738.58,4310,,,8130
2007/01/31,,1721.96,4320,,,7960
2007/01/30,,1731.6,4310,,,7800
2007/01/29,,1733.59,4370,,,7970
2007/01/26,,1728.02,4490,,,8040
2007/01/25,,1729.4,4560,,,8130
2007/01/24,,1738.61,4570,,,8180
2007/01/23,,1730.76,4620,,,8230
2007/01/22,,1730.33,4560,,,8300
2007/01/19,,1714.21,4520,,,8190
2007/01/18,,1715.17,4520,,,8240
2007/01/17,,1706.76,4510,,,8220
2007/01/16,,1703.54,4520,,,8380
2007/01/15,,1704.58,4560,,,8310
2007/01/12,,1685.27,4420,,,8060
2007/01/11,,1656.72,4480,,,8220
2007/01/10,,1663,4540,,,8450
2007/01/09,,1692.12,4390,,,8150
2007/01/05,,1675.33,4380,,,8040
2007/01/04,,1698.95,4200,,,7870
2006/12/29,,1681.07,4180,,,7880
2006/12/28,,1678.91,4240,,,7950
2006/12/27,,1676.95,4240,,,7990
2006/12/26,,1672.45,4250,,,8050
2006/12/25,,1664.87,4270,,,8160
2006/12/22,,1672.1,4260,,,8050
2006/12/21,,1671.3,4300,,,8170
2006/12/20,,1667.01,4190,,,7930
2006/12/19,,1645.4,4340,,,8190
2006/12/18,,1665.32,4340,,,7990
2006/12/15,,1657.4,4320,,,7830
2006/12/14,,1651.85,4260,,,7830
2006/12/13,,1639.19,4250,,,7980
2006/12/12,,1636.72,4200,,,7940
2006/12/11,,1627.97,4260,,,8270
2006/12/08,,1616.34,4250,,,8450
2006/12/07,,1622.77,4170,,,8350
2006/12/06,,1615.17,4130,,,8200
2006/12/05,,1598.89,4150,,,8290
2006/12/04,,1607.74,4160,,,8270
2006/12/01,,1604.9,4160,,,8430
2006/11/30,,1603.03,4100,,,8090
2006/11/29,,1580.1,4060,,,7980
2006/11/28,,1555.11,3980,,,7950
2006/11/27,,1553.01,3850,,,7800
2006/11/24,,1538.04,3900,,,7910
2006/11/22,,1552.87,3850,,,7680
2006/11/21,,1532.95,3830,,,7730
2006/11/20,,1533.94,3840,,,7870
2006/11/17,,1573.54,4010,,,8080
2006/11/16,,1582.04,4110,,,8250
2006/11/15,,1592,4170,,,8270
2006/11/14,,1596.42,4080,,,8140
2006/11/13,,1568.76,4060,,,8170
2006/11/10,,1581.37,4090,,,8290
2006/11/09,,1589.06,4220,,,8500
2006/11/08,,1597.5,4280,,,8790
2006/11/07,,1616.68,4270,,,8840
2006/11/06,,1616.71,4350,,,8760
2006/11/02,,1619.02,4380,,,8640
2006/11/01,,1622.51,4420,,,8550
2006/10/31,,1617.42,4490,,,8710
2006/10/30,,1620.65,4580,,,8920
2006/10/27,,1650.73,4670,,,9050
2006/10/26,,1664.59,4660,,,8850
2006/10/25,,1653.38,4680,,,8950
2006/10/24,,1662.53,4620,,,8600
2006/10/23,,1659.39,4550,,,8450
2006/10/20,,1644.15,4500,,,8410
2006/10/19,,1635.77,4570,,,8600
2006/10/18,,1638.74,4610,,,8740
2006/10/17,,1637.95,4690,,,8830
2006/10/16,,1646.05,4660,,,8660
2006/10/13,,1628,4560,,,8500
2006/10/12,,1613.64,4560,,,8530
2006/10/11,,1622.07,4550,,,8620
2006/10/10,,1634.83,4580,,,8680
2006/10/06,,1634.21,4480,,,8730
2006/10/05,,1633.2,4330,,,8460
2006/10/04,,1601.99,4360,,,8500
2006/10/03,,1617.84,4310,,,8590
2006/10/02,,1625.12,2060000,,,8550
2006/09/29,,1610.73,2050000,,,8460
2006/09/28,,1602.57,2090000,,,8490
2006/09/27,,1591.04,2100000,,,8110
2006/09/26,,1549.41,2120000,,,8070
2006/09/25,,1559.78,2140000,,,8140
2006/09/22,,1563.6,2110000,,,8410
2006/09/21,,1580.08,2050000,,,8360
2006/09/20,,1570.18,2060000,,,8590
2006/09/19,,1591.98,2110000,,,8560
2006/09/15,,1593.43,2140000,,,8500
2006/09/14,,1598.13,2130000,,,8470
2006/09/13,,1583.55,2180000,,,8520
2006/09/12,,1585.98,2170000,,,8580
2006/09/11,,1596.5,2190000,,,8630
2006/09/08,,1619.92,2170000,,,8490
2006/09/07,,1613.46,2160000,,,8770
2006/09/06,,1642.82,2160000,,,8770
2006/09/05,,1651.35,2180000,,,8820
2006/09/04,,1649.32,2160000,,,8630
2006/09/01,,1633.35,2190000,,,8710
2006/08/31,,1634.46,2210000,,,8700
2006/08/30,,1612.66,2220000,,,8750
2006/08/29,,1615.99,2240000,,,8610
2006/08/28,,1600.25,2210000,,,8820
2006/08/25,,1619.81,2230000,,,8900
2006/08/24,,1623.03,2210000,,,9060
2006/08/23,,1640.28,2260000,,,9180
2006/08/22,,1641.77,2220000,,,8980
2006/08/21,,1624.21,2170000,,,9080
2006/08/18,,1641.45,2150000,,,9130
2006/08/17,,1631.46,2140000,,,9190
2006/08/16,,1629.73,2140000,,,8980
2006/08/15,,1605.12,2140000,,,8770
2006/08/14,,1601.02,2150000,,,8720
2006/08/11,,1577.92,2200000,,,8670
2006/08/10,,1582.88,2160000,,,8770
2006/08/09,,1578.43,2180000,,,8610
2006/08/08,,1562.73,2160000,,,8530
2006/08/07,,1540.12,2220000,,,8930
2006/08/04,,1571.7,2200000,,,8850
2006/08/03,,1569.53,2160000,,,9040
2006/08/02,,1569.65,2120000,,,8860
2006/08/01,,1567.01,2180000,,,9110
2006/07/31,,1572.01,2130000,,,9070
2006/07/28,,1559.41,2100000,,,8930
2006/07/27,,1541.81,2130000,,,8590
2006/07/26,,1520.44,2060000,,,8830
2006/07/25,,1534.82,2060000,,,8600
2006/07/24,,1514.22,2100000,,,8730
2006/07/21,,1515.53,2160000,,,8910
2006/07/20,,1528.59,2150000,,,8340
2006/07/19,,1475.42,2190000,,,8300
2006/07/18,,1475.28,2160000,,,8530
2006/07/14,,1521.71,2110000,,,8930
2006/07/13,,1551.03,2100000,,,8940
2006/07/12,,1563.69,2140000,,,9190
2006/07/11,,1585.85,2140000,,,9190
2006/07/10,,1594.07,2120000,,,9140
2006/07/07,,1573.15,2130000,,,8890
2006/07/06,,1572.29,2080000,,,9140
2006/07/05,,1589.97,2060000,,,9220
2006/07/04,,1602.43,2070000,,,9210
2006/07/03,,1593.22,2060000,,,9250
2006/06/30,,1586.96,2030000,,,8990
2006/06/29,,1547.75,2000000,,,8700
2006/06/28,,1527.51,1920000,,,8760
2006/06/27,,1549.37,1930000,,,8770
2006/06/26,,1548.97,1940000,,,8870
2006/06/23,,1545.57,1940000,,,8790
2006/06/22,,1549.12,1870000,,,8730
2006/06/21,,1505.51,1840000,,,8490
2006/06/20,,1510.32,1850000,,,8310
2006/06/19,,1527.66,1920000,,,8340
2006/06/16,,1534.71,1890000,,,8120
2006/06/15,,1485.98,1850000,,,7970
2006/06/14,,1466.14,1900000,,,7510
2006/06/13,,1458.3,1980000,,,8000
2006/06/12,,1510.89,2050000,,,7910
2006/06/09,,1498.68,2080000,,,7750
2006/06/08,,1482.22,2010000,,,7820
2006/06/07,,1533.54,1970000,,,8070
2006/06/06,,1567.3,2090000,,,8180
2006/06/05,,1594.92,2090000,,,8040
2006/06/02,,1606.11,2060000,,,7870
2006/06/01,,1584.56,2000000,,,7790
2006/05/31,,1579.94,2040000,,,8130
2006/05/30,,1612.76,1980000,,,8160
2006/05/29,,1616.17,2010000,,,8170
2006/05/26,,1613.78,2090000,,,7950
2006/05/25,,1584.71,2060000,,,8210
2006/05/24,,1606.01,2140000,,,7670
2006/05/23,,1579.26,2130000,,,7640
2006/05/22,,1615.86,2210000,,,8020
2006/05/19,,1638.57,2210000,,,8070
2006/05/18,,1632.08,2260000,,,8100
2006/05/17,,1657.07,2310000,,,8090
2006/05/16,,1644.97,2350000,,,8510
2006/05/15,,1681.81,2350000,,,8550
2006/05/12,,1688.18,2330000,,,8760
2006/05/11,,1711.31,2290000,,,8810
2006/05/10,,1725.06,2270000,,,8970
2006/05/09,,1747.5,2290000,,,9090
2006/05/08,,1755.03,2320000,,,9010
2006/05/02,,1737.18,2300000,,,8750
2006/05/01,,1717.17,2300000,,,8730
2006/04/28,,1716.43,2380000,,,8770
2006/04/27,,1729.37,2330000,,,8700
2006/04/26,,1723.29,2370000,,,8620
2006/04/25,,1719.73,2350000,,,8620
2006/04/24,,1710.76,2270000,,,9000
2006/04/21,,1756.4,2280000,,,8980
2006/04/20,,1747.86,2290000,,,9260
2006/04/19,,1747.32,2340000,,,9180
2006/04/18,,1741.75,2400000,,,8980
2006/04/17,,1719.05,2380000,,,9070
2006/04/14,,1744.07,2400000,,,9020
2006/04/13,,1743.77,2370000,,,8940
2006/04/12,,1742.89,2330000,,,9110
2006/04/11,,1770.18,2380000,,,9220
2006/04/10,,1777.34,2400000,,,9480
2006/04/07,,1783.72,2330000,,,9270
2006/04/06,,1775.67,2310000,,,9080
2006/04/05,,1746.05,2270000,,,9080
2006/04/04,,1749.65,2250000,,,9430
2006/04/03,,1754.64,2260000,,,9200
2006/03/31,,1728.16,2280000,,,9090
2006/03/30,,1726.68,2260000,,,8910
2006/03/29,,1711.54,2250000,,,8850
2006/03/28,,1692.69,2290000,,,8620
2006/03/27,,1693.84,2270000,,,8670
2006/03/24,,1689.34,2230000,,,8560
2006/03/23,,1680.09,2270000,,,8570
2006/03/22,,1686.35,2260000,,,8580
2006/03/20,,1688.22,2290000,,,8540
2006/03/17,,1663.98,2180000,,,8420
2006/03/16,,1645.06,2220000,,,8470
2006/03/15,,1666.78,2200000,,,8680
2006/03/14,,1665.79,2240000,,,8830
2006/03/13,,1674.66,2260000,,,8370
2006/03/10,,1647.27,2270000,,,8500
2006/03/09,,1641.01,2290000,,,8210
2006/03/08,,1605.58,2300000,,,8160
2006/03/07,,1617.87,2390000,,,8190
2006/03/06,,1626.46,2350000,,,8260
2006/03/03,,1612.96,2260000,,,8430
2006/03/02,,1632.24,2180000,,,8450
2006/03/01,,1635.6,2160000,,,8770
2006/02/28,,1660.42,2150000,,,8720
2006/02/27,,1656.82,2130000,,,8360
2006/02/24,,1647.74,2140000,,,7930
2006/02/23,,1640.47,2140000,,,7860
2006/02/22,,1609.46,2150000,,,7870
2006/02/21,,1612.56,2150000,,,7650
2006/02/20,,1572.11,2120000,,,8080
2006/02/17,,1605.33,2110000,,,7970
2006/02/16,,1631.39,2150000,,,7600
2006/02/15,,1624.28,2110000,,,7770
2006/02/14,,1635.24,2170000,,,7730
2006/02/13,,1618.01,2240000,,,7860
2006/02/10,,1660.22,2240000,,,8050
2006/02/09,,1682.26,2280000,,,8080
2006/02/08,,1671.39,2240000,,,8420
2006/02/07,,1713.47,2250000,,,8450
2006/02/06,,1712.3,2250000,,,8460
2006/02/03,,1707.96,2140000,,,8450
2006/02/02,,1711.02,2040000,,,8400
2006/02/01,,1694.24,2000000,,,8370
2006/01/31,,1710.77,2020000,,,8670
2006/01/30,,1704.28,1970000,,,8600
2006/01/27,,1690.32,1990000,,,7830
2006/01/26,,1643.29,1970000,,,7850
2006/01/25,,1618.46,1940000,,,7910
2006/01/24,,1612.43,2000000,,,7750
2006/01/23,,1587.9,2020000,,,7830
2006/01/20,,1624.39,2080000,,,7840
2006/01/19,,1620.29,2060000,,,6960
2006/01/18,,1574.67,2010000,,,7630
2006/01/17,,1631.61,2020000,,,7910
2006/01/16,,1670.15,2040000,,,7960
2006/01/13,,1681.69,2060000,,,7900
2006/01/12,,1684.34,2050000,,,7760
2006/01/11,,1672.44,2030000,,,7810
2006/01/10,,1659.03,2050000,,,7740
2006/01/06,,1684.9,2060000,,,7910
2006/01/05,,1685.15,2040000,,,7760
2006/01/04,,1673.07,2080000,,,7820
2005/12/30,,1649.76,2070000,,,7960
2005/12/29,,1663.75,2090000,,,7960
2005/12/28,,1653.92,2010000,,,8000
2005/12/27,,1637.93,1990000,,,8140
2005/12/26,,1648.94,1990000,,,8320
2005/12/22,,1637.89,2020000,,,8060
2005/12/21,,1636.38,2030000,,,7880
2005/12/20,,1613.99,2100000,,,7630
2005/12/19,,1589.24,2080000,,,7730
2005/12/16,,1580.78,2030000,,,7710
2005/12/15,,1583.66,2020000,,,7540
2005/12/14,,1602.21,2090000,,,7840
2005/12/13,,1626.15,2060000,,,7870
2005/12/12,,1617.52,2100000,,,7740
2005/12/09,,1591.23,2110000,,,7750
2005/12/08,,1568.73,2040000,,,8110
2005/12/07,,1598.59,1980000,,,7990
2005/12/06,,1591.34,2000000,,,7920
2005/12/05,,1597.57,2030000,,,7900
2005/12/02,,1583.72,2040000,,,7500
2005/12/01,,1559.81,1980000,,,7570
2005/11/30,,1536.21,2010000,,,7360
2005/11/29,,1544.57,2100000,,,7410
2005/11/28,,1543.43,2160000,,,7110
2005/11/25,,1529.67,2100000,,,6830
2005/11/24,,1517.64,2050000,,,7140
2005/11/22,,1526.54,2020000,,,7310
2005/11/21,,1527.56,2030000,,,7380
2005/11/18,,1531.65,2070000,,,7300
2005/11/17,,1510.33,2060000,,,7120
2005/11/16,,1486.34,2160000,,,7030
2005/11/15,,1472.47,2240000,,,7210
2005/11/14,,1480.42,2170000,,,7340
2005/11/11,,1494.56,2140000,,,7270
2005/11/10,,1484.68,2110000,,,7370
2005/11/09,,1487.71,2120000,,,7630
2005/11/08,,1497.53,2090000,,,7720
2005/11/07,,1499.12,2060000,,,7620
2005/11/04,,1494.99,2170000,,,7460
2005/11/02,,1474.25,2030000,,,7700
2005/11/01,,1473.02,2010000,,,7290
2005/10/31,,1444.73,1990000,,,7190
2005/10/28,,1419.84,1980000,,,7940
2005/10/27,,1423.84,1950000,,,7520
2005/10/26,,1407.7,1900000,,,7460
2005/10/25,,1393.61,1910000,,,7220
2005/10/24,,1376.5,1950000,,,7340
2005/10/21,,1385.37,1870000,,,7250
2005/10/20,,1383.95,1870000,,,6910
2005/10/19,,1379.78,1850000,,,6910
2005/10/18,,1392.69,1840000,,,6990
2005/10/17,,1393.42,1760000,,,6970
2005/10/14,,1397.93,1770000,,,6970
2005/10/13,,1407.79,1780000,,,6760
2005/10/12,,1406.89,1830000,,,6530
2005/10/11,,1405.99,1800000,,,6200
2005/10/07,,1372.52,1820000,,,6280
2005/10/06,,1371.37,1910000,,,6470
2005/10/05,,1409.67,1830000,,,6530
2005/10/04,,1421.83,1700000,,,6470
2005/10/03,,1411.28,1750000,,,6760
2005/09/30,,1412.28,1750000,,,6960
2005/09/29,,1428.13,1880000,,,6710
2005/09/28,,1401.47,1790000,,,6570
2005/09/27,,1376.7,1690000,,,6890
2005/09/26,,1386.49,1690000,,,6820
2005/09/22,,1356.22,1680000,,,6670
2005/09/21,,1357.71,1700000,,,6940
2005/09/20,,1352.53,1650000,,,6560
2005/09/16,,1328.84,1590000,,,6650
2005/09/15,,1327.29,1570000,,,6530
2005/09/14,,1312.35,1590000,,,6690
2005/09/13,,1315.76,1600000,,,6670
2005/09/12,,1309.8,1590000,,,6450
2005/09/09,,1293.35,1610000,,,6250
2005/09/08,,1278.9,1620000,,,6320
2005/09/07,,1285.52,1620000,,,6390
2005/09/06,,1286.29,1660000,,,6400
2005/09/05,,1290.56,1630000,,,6420
2005/09/02,,1282.79,1680000,,,6350
2005/09/01,,1277.33,1690000,,,6310
2005/08/31,,1271.29,1690000,,,6310
2005/08/30,,1273.6,1690000,,,6340
2005/08/29,,1258.64,1660000,,,6340
2005/08/26,,1272.46,1610000,,,6220
2005/08/25,,1268.06,1620000,,,6330
2005/08/24,,1275.61,1630000,,,6300
2005/08/23,,1272,1640000,,,6300
2005/08/22,,1269.82,1650000,,,6080
2005/08/19,,1250.5,1640000,,,6110
2005/08/18,,1252.94,1640000,,,6070
2005/08/17,,1250.1,1570000,,,6080
